,Date,Event_ID,Duration,Volume,WaterClassify,EventFlowRate,meterNumber,gw,CustomerId,Month,Leak,BuildingType,SquareFootage,YearConstructed,ClimateRegion,NumberOfWorkers
53,6/2/23 14:31,53,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
54,6/2/23 14:44,54,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
55,6/2/23 14:54,55,0,0.265625,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
56,6/2/23 15:10,56,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
57,6/2/23 15:26,57,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
58,6/2/23 15:39,58,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
59,6/2/23 16:13,59,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
60,6/2/23 17:04,60,0,0.265625,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
61,6/2/23 17:48,61,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
62,6/2/23 18:50,62,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
63,6/2/23 20:38,63,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
64,6/2/23 21:03,64,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
65,6/2/23 22:30,65,0,0.265625,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
66,6/2/23 22:55,66,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
67,6/3/23 2:29,67,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
68,6/3/23 3:40,68,0,0.265625,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
69,6/3/23 7:18,69,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
70,6/3/23 7:59,70,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
71,6/3/23 8:29,71,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
72,6/3/23 8:38,72,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
73,6/3/23 9:08,73,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
74,6/3/23 9:14,74,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
75,6/3/23 9:38,75,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
76,6/3/23 9:52,76,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
77,6/3/23 10:38,77,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
78,6/3/23 10:44,78,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
79,6/3/23 11:14,79,0,0.2578125,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
80,6/3/23 12:01,80,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
81,6/3/23 12:52,81,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
82,6/3/23 13:15,82,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
83,6/3/23 14:01,83,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
84,6/3/23 14:51,84,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
85,6/3/23 17:29,85,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
86,6/3/23 18:00,86,7.09743368,0.265625,LowCon,0.037425499,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
87,6/3/23 18:03,87,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
88,6/3/23 19:13,88,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
89,6/3/23 19:27,89,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
90,6/3/23 19:41,90,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
91,6/3/23 19:53,91,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
92,6/3/23 20:37,92,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
93,6/3/23 20:45,93,0,0.265625,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
94,6/3/23 21:33,94,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
95,6/3/23 21:44,95,0,0.53125,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
96,6/3/23 21:59,96,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
97,6/3/23 22:03,97,0,0.2578125,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
98,6/3/23 23:43,98,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
99,6/4/23 3:13,99,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
100,6/4/23 4:23,100,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
101,6/4/23 4:30,101,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
102,6/4/23 5:02,102,0,0.265625,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
103,6/4/23 5:39,103,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
104,6/4/23 5:54,104,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
105,6/4/23 6:20,105,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
106,6/4/23 7:01,106,0,0.265625,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
107,6/4/23 9:06,107,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
108,6/4/23 9:15,108,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
109,6/4/23 9:29,109,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
110,6/4/23 14:43,110,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
111,6/4/23 14:52,111,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
112,6/4/23 15:00,112,0,0.265625,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
113,6/4/23 15:09,113,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
114,6/4/23 17:32,114,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
115,6/4/23 19:03,115,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
116,6/4/23 20:11,116,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
117,6/4/23 22:13,117,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
118,6/4/23 22:21,118,0,0.265625,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
119,6/4/23 23:09,119,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
120,6/4/23 23:49,120,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
121,6/5/23 0:18,121,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
122,6/5/23 3:43,122,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
123,6/5/23 5:50,123,0,0.2578125,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
124,6/5/23 7:00,124,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
125,6/5/23 8:51,125,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
126,6/5/23 9:07,126,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
127,6/5/23 9:45,127,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
128,6/5/23 9:51,128,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
129,6/5/23 10:24,129,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
130,6/5/23 10:32,130,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
131,6/5/23 10:57,131,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
132,6/5/23 12:12,132,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
133,6/5/23 12:25,133,0,0.265625,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
134,6/5/23 13:04,134,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
135,6/5/23 13:08,135,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
136,6/5/23 13:20,136,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
137,6/5/23 15:23,137,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
138,6/5/23 16:07,138,0,0.265625,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
139,6/5/23 18:32,139,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
140,6/5/23 18:43,140,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
141,6/5/23 21:32,141,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
142,6/5/23 22:08,142,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
143,6/5/23 22:16,143,0,0.265625,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
144,6/5/23 22:24,144,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
145,6/5/23 22:31,145,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
146,6/5/23 22:47,146,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
147,6/5/23 23:11,147,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
148,6/5/23 23:18,148,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
149,6/5/23 23:41,149,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
150,6/5/23 23:51,150,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
151,6/6/23 0:20,151,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
152,6/6/23 0:45,152,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
153,6/6/23 2:39,153,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
154,6/6/23 2:44,154,0,0.265625,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
155,6/6/23 6:10,155,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
156,6/6/23 10:14,156,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
157,6/6/23 10:19,157,0,0.265625,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
158,6/6/23 11:46,158,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
159,6/6/23 12:48,159,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
160,6/6/23 13:31,160,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
161,6/6/23 16:14,161,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
162,6/6/23 16:56,162,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
163,6/6/23 18:32,163,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
164,6/6/23 18:39,164,0,0.2578125,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
165,6/6/23 18:50,165,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
166,6/6/23 20:34,166,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
167,6/6/23 22:54,167,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
168,6/6/23 23:13,168,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
169,6/6/23 23:36,169,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
170,6/6/23 23:50,170,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
171,6/7/23 1:09,171,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
172,6/7/23 1:26,172,0,0.265625,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
173,6/7/23 2:15,173,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
174,6/7/23 3:51,174,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
175,6/7/23 4:09,175,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
176,6/7/23 4:27,176,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
177,6/7/23 4:47,177,0,0.265625,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
178,6/7/23 5:07,178,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
179,6/7/23 5:50,179,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
180,6/7/23 6:51,180,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
181,6/7/23 6:56,181,0,0.265625,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
182,6/7/23 8:02,182,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
183,6/7/23 8:16,183,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
184,6/7/23 8:27,184,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
185,6/7/23 8:42,185,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
186,6/7/23 9:13,186,0,0,LowCon,0,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
187,6/7/23 9:21,187,0.88017405,7.921875,MedCon,9.00035056,19240566,b827eb5e5925,10849,['2023-06'],No,Office,"250,000",2006,Very cold/Cold,256
